country,year,gdp,population,primary_energy_consumption,coal_cons_per_capita,gas_energy_per_capita,hydro_elec_per_capita,low_carbon_energy_per_capita,oil_energy_per_capita,renewables_energy_per_capita,renewables_consumption,fossil_fuel_consumption
Malaysia,2013,602189201408,30134806,1086.738,5810.956,14789.317,391.574,1269.248,14193.025,1269.248,38.249,1048.489
Malaysia,2014,638408589312,30606454,1097.615,5831.53,14607.771,437.489,1391.315,14031.609,1391.315,42.583,1055.032
Malaysia,2015,670135287808,31068834,1114.688,6511.232,15076.146,448.037,1453.241,12837.391,1453.241,45.151,1069.537
Malaysia,2016,698530070528,31526414,1172.769,6909.981,14271.518,635.023,1947.002,14071.075,1947.002,61.382,1111.387
Malaysia,2017,738639609856,31975812,1188.313,7549.619,14086.945,839.697,2475.937,13050.39,2475.937,79.17,1109.144
Malaysia,2018,773658509312,32399270,1209.563,7992.251,13789.758,812.673,2490.823,13060.201,2490.823,80.701,1128.862
Malaysia,2019,773658509312,32804024,1240.763,7460.338,13783.404,798.682,2557.949,14021.81,2557.949,83.911,1156.852
Malaysia,2020,773658509312,33199988,1195.112,8677.461,13136.65,835.542,2750.921,11432.331,2750.921,91.331,1103.781
Malaysia,2021,773658509312,33573872,1272.354,7816.976,14728.241,917.082,3092.862,12259.055,3092.862,103.839,1168.514
Malaysia,2022,773658509312,33938216,1343.512,7677.032,14550.536,905.174,3226.491,14132.938,3226.491,109.501,1234.011
Mexico,1991,865148665856,83351600,1357.68,455.36,3387.591,271.444,1147.418,11298.219,1003.009,83.602,1262.041
Mexico,1992,902108282880,84993160,1384.109,451.595,3322.56,315.481,1278.706,11232.086,1147.87,97.561,1275.428
Mexico,1993,925343285248,86648440,1385.386,499.634,3269.131,307.622,1286.682,10933.136,1125.204,97.497,1273.897
Mexico,1994,972991954944,88314416,1464.644,592.41,3408.617,229.536,1017.559,11565.842,881.362,77.837,1374.779
Mexico,1995,916478951424,89969568,1439.337,647.537,3411.179,306.756,1378.987,10560.344,1112.707,100.11,1315.271
Mexico,1996,971219795968,91586560,1476.888,729.362,3415.162,342.149,1449.566,10531.503,1205.492,110.407,1344.127
Mexico,1997,1045710700544,93183088,1512.699,717.557,3373.723,282.906,1336.256,10806.087,1017.861,94.847,1388.183
Mexico,1998,1105636622336,94767288,1574.172,721.217,3532.759,259.509,1231.067,11125.874,953.655,90.375,1457.507
Mexico,1999,1156619567104,96334808,1597.065,721.935,3507.649,339.569,1479.549,10869.142,1184.943,114.151,1454.533
Mexico,2000,1241194692608,97873448,1693.276,778.423,3669.361,335.127,1433.684,11419.195,1195.344,116.992,1552.956
Mexico,2001,1251502718976,99394288,1679.593,841.835,3641.107,283.92,1277.78,11137.567,1030.287,102.405,1552.589
Mexico,2002,1275458093056,100917080,1720.058,1388.326,4069.561,244.755,1170.13,10416.259,899.618,90.787,1601.973
Mexico,2003,1306677477376,102429344,1740.948,1008.679,4345.376,192.132,1048.014,10594.504,762.694,78.122,1633.6
Mexico,2004,1373060333568,103945816,1843.091,1017.065,4619.899,240.029,1147.741,10946.558,903.159,93.88,1723.788
Mexico,2005,1427076808704,105442400,2019.614,1265.426,4999.159,259.668,1259.596,11629.537,978.032,103.126,1886.799
Mexico,2006,1510627082240,106886792,2049.177,1339.719,5453.272,281.513,1293.54,11084.935,1015.96,108.593,1910.914
Mexico,2007,1572355440640,108302976,2068.458,1214.96,5266.833,249.301,1200.78,11416.242,939.704,101.773,1938.41
Mexico,2008,1607400947712,109684496,2153.523,1071.667,5469.923,353.651,1459.819,11632.388,1218.795,133.683,1993.404
Mexico,2009,1543872708608,111049424,2117.228,1078.317,5868.45,238.182,1136.516,10982.354,883.101,98.068,1991.019
Mexico,2010,1637760630784,112532400,2123.579,1316.232,5868.936,326.928,1276.962,10408.694,1137.811,128.041,1979.88
Mexico,2011,1716060815360,114150480,2219.981,1500.888,6203.083,314.76,1335.28,10408.595,1101.308,125.715,2067.558
Mexico,2012,1785373786112,115755912,2239.852,1289.489,6362.852,272.902,1212.745,10484.699,1013.411,117.308,2099.47
Mexico,2013,1810561761280,117290680,2241.271,1263.754,6632.673,236.336,1193.483,10018.781,930.375,109.124,2101.287
Mexico,2014,1851266170880,118755888,2227.508,1245.739,6639.54,324.615,1428.081,9443.673,1216.241,144.436,2057.915
Mexico,2015,1899585208320,120149896,2202.979,1228.885,6723.511,254.765,1329.123,9053.732,1080.123,129.777,2043.285
Mexico,2016,1923887267840,121519224,2252.842,1190.209,6832.667,244.735,1319.214,9196.884,1095.828,133.164,2092.532
Mexico,2017,1964635193344,122839256,2295.823,1438.895,7003.749,258.386,1369.33,8877.674,1143.081,140.415,2127.615
Mexico,2018,2006599729152,124013864,2265.69,1270.386,7279.317,260.455,1485.313,8234.632,1207.816,149.786,2081.49
Mexico,2019,2006599729152,125085312,2239.439,1202.498,7466.052,188.192,1463.594,7771.151,1237.314,154.77,2056.365
Mexico,2020,2006599729152,125998296,2064.19,527.713,7501.612,212.225,1699.55,6653.804,1475.972,185.97,1850.049
Mexico,2021,2006599729152,126705136,2219.266,435.075,7681.825,272.049,1956.213,7442.093,1719.929,217.924,1971.404
Mexico,2022,2006599729152,127504120,2423.75,547.351,7575.104,276.854,1915.264,8971.466,1702.381,217.061,2179.545
Morocco,1991,32285573574,24988083,83.8038,549.723,48.534,48.534,134.818,2611.605,134.818,3.406,80.179
Morocco,1992,33711069431,25400676,93.77931,500.728,37.493,37.493,104.148,3027.556,104.148,2.678,90.929
Morocco,1993,31655473664,25806777,94.765884,537.586,16.937,16.937,47.048,3027.634,47.048,1.231,93.456
Morocco,1994,35604137423,26201551,104.45442,589.715,31.597,31.597,87.771,3238.402,87.771,2.333,101.971
Morocco,1995,39030285468,26599048,102.451836,703.55,22.634,22.634,62.874,3020.103,62.874,1.697,100.645
Morocco,1996,43161571528,26999093,107.113556,887.642,71.466,71.466,198.518,2806.707,198.518,5.436,101.327
Morocco,1997,39147844526,27397118,111.35378,834.29,75.051,75.051,208.474,2945.072,208.474,5.786,105.194
Morocco,1998,46497608725,27791825,114.21169,982.598,63.215,63.215,175.597,2881.732,175.597,4.936,108.957
Morocco,1999,46266428648,28176997,118.49202,928.177,28.993,28.993,80.535,3136.729,80.535,2.292,116.053
Morocco,2000,43017455402,28554415,117.46338,1084.494,24.658,24.658,75.441,2899.34,75.441,2.172,115.151
Morocco,2001,43831480208,28930097,126.90545,1362.796,29.527,29.527,101.203,2871.538,101.203,2.948,123.768
Morocco,2002,47077192188,29301817,130.09198,1340.097,28.518,28.518,96.441,2954.92,96.441,2.841,127.038
Morocco,2003,58029363354,29661270,130.45016,1277.928,48.35,48.35,150.439,2923.968,150.439,4.481,125.651
Morocco,2004,66114145451,30033125,148.56302,1397.986,52.797,52.797,160.927,3341.032,160.927,4.846,143.366
Morocco,2005,68852658069,30431902,161.33391,1449.572,31.85,31.85,103.433,3589.963,103.433,3.15,157.734
Morocco,2006,75883823301,30833022,164.66475,1457.305,32.138,32.138,101.158,3599.228,101.158,3.116,161.042
Morocco,2007,86947913287,31232633,163.22835,1206.408,29.201,29.201,100.663,3719.624,100.663,3.137,159.466
Morocco,2008,101822906949,31634992,180.1308,1351.312,29.172,29.172,101.625,4051.887,101.625,3.205,176.278
Morocco,2009,101154952241,32042877,175.78969,985.622,79.551,79.551,243.168,4044.036,243.168,7.764,167.05
Morocco,2010,100865329473,32464865,194.95639,1002.227,106.05,106.05,332.674,4440.431,332.674,10.76,183.009
Morocco,2011,110080631332,32903699,204.74747,1056.253,60.704,60.704,213.258,4674.505,213.258,6.991,196.694
Morocco,2012,106937392311,33352169,208.42181,1058.019,48.734,48.734,182.796,4638.447,182.796,6.076,201.169
Morocco,2013,115739287305,33803527,213.97916,1035.182,81.861,81.861,303.745,4625.82,303.745,10.241,202.314
Morocco,2014,119130841412,34248603,217.02507,1373.199,47.379,47.379,265.065,4345.56,265.065,9.063,206.634
Morocco,2015,110413823842,34680458,220.8588,1491.378,53.947,53.947,321.851,4189.554,321.851,11.157,208.22
Morocco,2016,111572947005,35107264,223.32423,1418.197,35.301,35.301,333.43,4233.83,333.43,11.712,210.017
Morocco,2017,118540573368,35528115,233.80072,1455.294,32.882,32.882,325.657,4425.422,325.657,11.587,220.636
Morocco,2018,127341147582,35927511,241.81398,1662.336,46.629,46.629,447.307,4266.176,447.307,16.116,223.895
Morocco,2019,128920266409,36304408,263.84097,2124.59,44.966,44.966,512.155,4277.388,512.155,18.679,243.248
Morocco,2020,121353645057,36688772,240.36336,2107.78,41.993,41.993,542.627,3752.963,542.627,20.029,223.854
Morocco,2021,141817797083,37076584,268.31253,,,,,,,,
Morocco,2022,130912558830,37457971,256.77856,,,,,,,,
Netherlands,1991,423864926208,15046578,928.063,6221.422,27294.873,6.646,824.638,27338.426,196.848,2.962,915.655
Netherlands,1992,433594990592,15150688,939.117,6160.336,26395.939,7.92,922.438,28506.418,210.75,3.193,925.142
Netherlands,1993,441585762304,15251088,946.966,6174.423,26968.932,5.901,966.941,27981.416,232.402,3.544,932.219
Netherlands,1994,457294184448,15349481,936.809,6532.975,25878.543,6.515,993.74,27626.695,260.398,3.997,921.555
Netherlands,1995,474287669248,15446670,974.962,6707.666,26415.258,5.826,1025.991,28969.014,287.894,4.447,959.114
Netherlands,1996,494052179968,15538617,1017.111,6435.579,29101.33,5.148,1128.78,28791.271,369.12,5.736,999.571
Netherlands,1997,518267830272,15629912,998.851,6220.267,27107.922,5.758,843.604,29734.549,406.446,6.353,985.665
Netherlands,1998,544860340224,15722601,1005.942,6307.269,26610.664,6.996,1152.467,29910.24,465.026,7.311,987.822
Netherlands,1999,575703547904,15812491,993.777,5498.466,25851.574,5.692,1186.471,30311.072,499.507,7.898,975.016
Netherlands,2000,603576139776,15899138,1006.819,5678.155,25782.32,8.806,1285.764,30579.172,586.304,9.322,986.377
Netherlands,2001,619963809792,15981630,1045.557,6013.849,26167.195,7.509,1347.364,31894.031,646.62,10.334,1024.024
Netherlands,2002,624206544896,16057042,1046.061,6020.204,25781.35,6.851,1455.52,31889.488,772.864,12.41,1022.69
Netherlands,2003,629605990400,16127574,1053.076,6200.561,25846.002,4.34,1453.07,31796.996,759.732,12.253,1029.642
Netherlands,2004,646099697664,16196036,1088.744,6088.595,26350.754,5.557,1662.994,33120.539,1010.444,16.365,1061.81
Netherlands,2005,663883939840,16261834,1112.242,5790.655,25492.547,5.534,2096.74,35015.91,1421.3,23.113,1078.145
Netherlands,2006,691219595264,16325679,1089.576,5495.773,24383.875,6.738,2125.344,34735.008,1545.087,25.225,1054.878
Netherlands,2007,720938008576,16391232,1107.524,5965.249,23674.58,6.711,2328.719,35599.527,1633.407,26.774,1069.354
Netherlands,2008,737432109056,16460775,1094.389,5619.419,24536.443,6.075,2619.768,33709.012,1936.841,31.882,1051.265
Netherlands,2009,713757491200,16536200,1079.291,5274.623,25010.783,6.047,2927.376,32055.6,2238.887,37.023,1030.883
Netherlands,2010,727959470080,16617121,1170.651,5282.37,28138.648,6.018,2845.721,34181.727,2209.533,36.716,1123.363
Netherlands,2011,744360837120,16701470,1115.092,5184.174,24505.494,3.592,3101.589,33974.832,2445.274,40.84,1063.291
Netherlands,2012,736497893376,16785296,1095.699,5667.99,23403.418,5.958,3087.244,33118.68,2473.601,41.52,1043.879
Netherlands,2013,735093129216,16867352,1062.885,5643.71,23189.109,6.521,2805.781,31375.736,2357.551,39.766,1015.559
Netherlands,2014,745517678592,16954080,1016.331,6211.222,20247.502,6.488,2897.398,30589.965,2270.062,38.487,967.208
Netherlands,2015,760077418496,17041110,1034.106,7550.369,19818.088,5.281,3144.805,30169.766,2526.399,43.053,980.515
Netherlands,2016,776582332416,17124512,1043.622,6965.324,20524.51,5.84,3225.665,30227.648,2631.577,45.064,988.384
Netherlands,2017,799187927040,17207204,1051.377,6216.711,21082.9,3.487,3567.039,30234.355,3062.069,52.69,989.999
Netherlands,2018,818056003584,17286042,1025.894,5560.042,20570.545,4.05,3928.45,29289.068,3412.229,58.984,957.986
Netherlands,2019,818056003584,17363260,1021.601,4300.268,21392.553,4.032,4674.317,28469.795,4104.748,71.272,940.44
Netherlands,2020,818056003584,17434562,988.636,2741.999,20677.316,2.868,6340.792,26945.43,5749.96,100.248,878.087
Netherlands,2021,818056003584,17501696,1015.272,3715.513,19936.164,5.142,7489.584,26868.635,6940.392,121.469,884.191
Netherlands,2022,818056003584,17564020,983.599,3672.28,15456.154,3.416,8644.015,28228.312,8051.746,141.421,831.775
Nigeria,1991,174067580928,97685360,224.615,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1992,181866315776,100182048,230.295,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1993,188893724672,102775472,233.795,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1994,193990918144,105456120,217.993,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1995,202397630464,108187616,242.441,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1996,215950344192,110956184,248.424,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1997,227883171840,113791184,248.524,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1998,239844507648,116690528,238.319,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,1999,247535173632,119695568,239.122,6192.301738,9783.969943,1513.677689,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2000,268133056512,122851984,224.482,6192.301738,9783.969943,46.316,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2001,293371871232,126152680,254.05,6192.301738,9783.969943,46.372,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2002,344837226496,129583032,265.279,6192.301738,9783.969943,62.894,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2003,387286171648,133119808,279.639,6192.301738,9783.969943,55.364,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2004,438818996224,136756848,290.211,6192.301738,9783.969943,58.717,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2005,481805860864,140490720,317.435,6192.301738,9783.969943,54.737,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2006,527646261248,144329760,283.013,6192.301738,9783.969943,42.957,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2007,581024743424,148294032,259.443,6192.301738,9783.969943,41.539,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2008,638942773248,152382512,312.046,6192.301738,9783.969943,37.143,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2009,709980389376,156595744,195.811,6192.301738,9783.969943,28.609,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2010,810068017152,160952864,243.699,6192.301738,9783.969943,39.204,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2011,871190888448,165463744,346.747,6192.301738,9783.969943,35.174,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2012,909649182720,170075936,345.857,6192.301738,9783.969943,32.926,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2013,959938887680,174726128,444.877,6192.301738,9783.969943,30.161,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2014,1021285564416,179379024,485.734,6192.301738,9783.969943,29.491,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2015,1048704581632,183995776,459.223,6192.301738,9783.969943,30.762,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2016,1032469807104,188666928,469.574,6192.301738,9783.969943,42.774,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2017,1040791502848,193495904,456.42,6192.301738,9783.969943,39.639,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2018,1060805935104,198387616,488.395,6192.301738,9783.969943,38.763,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2019,1060805935104,203304496,504.771,6192.301738,9783.969943,41.465,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2020,1060805935104,208327408,509.374,6192.301738,9783.969943,36.913,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2021,1060805935104,213401328,543.737,6192.301738,9783.969943,37.488,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Nigeria,2022,1060805935104,218541216,2381.12318,6192.301738,9783.969943,40.084,8298.862919,18053.02623,5680.428812,236.011866,2116.086501
Norway,1991,132674478080,4261886,456.792,1970.798,5899.75,25840.672,76569.906,22740.193,76569.906,326.332,130.459
Norway,1992,141645643776,4286560,481.064,1968.559,6313.457,27217.629,80651.969,23292.197,80651.969,345.72,135.345
Norway,1993,150160310272,4312138,496.452,2116.185,6602.349,27649.859,81947.078,24463.258,81947.078,353.367,143.084
Norway,1994,162612346880,4336745,479.502,2372.374,7047.599,25742.811,76328.133,24819.15,76328.133,331.016,148.486
Norway,1995,174580203520,4359327,508.82,2576.754,7077.787,27878.156,82653.812,24411.539,82653.812,360.315,148.505
Norway,1996,189004513280,4381511,466.737,2549.455,7644.486,23704.152,70321.094,26009.201,70321.094,308.113,158.624
Norway,1997,205114343424,4405334,490.684,2516.177,8780.578,24919.791,73866.211,26221.072,73866.211,325.405,165.279
Norway,1998,216977244160,4431672,510.298,2714.355,8914.718,26107.527,77403.508,26115.463,77403.508,343.027,167.271
Norway,1999,228162633728,4462148,523.83,2526.125,8457.664,27217.832,80696.031,25714.262,80696.031,360.078,163.752
Norway,2000,242722144256,4491204,580.512,2570.615,9433.571,31577.279,93578.219,23672.846,93578.219,420.279,160.233
Norway,2001,255412797440,4514019,524.996,2279.207,8697.987,26685.754,78600.391,26725.908,78600.391,354.804,170.193
Norway,2002,267060707328,4538435,546.265,1965.947,9232.894,28505.42,83431.375,25734.029,83431.375,378.648,167.617
Norway,2003,277816606720,4565167,482.027,1908.267,9889.596,23105.398,67381.695,26408.492,67381.695,307.609,174.418
Norway,2004,297704030208,4592284,490.929,2141.773,10395.949,23687.559,68671.492,25693.807,68671.492,315.359,175.57
Norway,2005,314925252608,4623691,560.754,1816.582,9451.153,29346.686,84573.227,25437.422,84573.227,391.04,169.713
Norway,2006,332397084672,4661081,513.554,1545.776,9293.212,25609.939,73532.766,25807.422,73532.766,342.742,170.812
Norway,2007,352664748032,4709582,551.271,1682.346,8867.265,28380.438,81116.07,25387.441,81116.07,382.023,169.249
Norway,2008,364919226368,4768654,564.522,1712.251,9016.169,29157.074,82934.906,24718.602,82934.906,395.488,169.035
Norway,2009,370050662400,4829195,521.254,1345.98,8550.727,25942.213,73395.164,24646.145,73395.164,354.44,166.814
Norway,2010,383737856000,4889747,500.38,1812.182,8379.187,23874.445,67271.719,24869.361,67271.719,328.942,171.438
Norway,2011,399382970368,4953565,507.487,1985.102,8140.402,24281.502,68202.164,24121.125,68202.164,337.844,169.643
Norway,2012,410365034496,5019058,562.048,1898.32,7999.909,28236.373,78802.375,23282.143,78802.375,395.514,166.534
Norway,2013,414462935040,5080667,526.926,1776.888,7839.295,25221.098,70298.625,23797.107,70298.625,357.164,169.762
Norway,2014,422415695872,5137926,542.738,1924.685,8305.661,26366.67,73041.234,22362.18,73041.234,375.28,167.458
Norway,2015,429219184640,5190357,548,1707.539,8739.19,26452.9,73006.438,22127.205,73006.438,378.929,169.07
Norway,2016,433545936896,5236591,556.1,1737.816,8360.971,27271.561,74895.102,21201.062,74895.102,392.195,163.905
Norway,2017,443618328576,5277396,558.883,1802.662,8706.559,26977.318,74461.109,20931.018,74461.109,392.961,165.923
Norway,2018,449338998784,5312321,550.134,1748.865,8349.888,26161.822,72077.484,21381.949,72077.484,382.899,167.236
Norway,2019,449338998784,5348285,515.535,1696.72,8553.554,23426.201,65653.188,20489.035,65653.188,351.132,164.403
Norway,2020,449338998784,5379836,558.905,1668.565,8199.967,26357.68,74667.586,19352.775,74667.586,401.699,157.206
Norway,2021,449338998784,5403021,569.09,1811.97,7803.566,26638.801,76149.188,19563.361,76149.188,411.436,157.654
Norway,2022,449338998784,5434324,526.729,1717.793,7337.223,24799.773,69426.695,18444.516,69426.695,377.287,149.441
Pakistan,1991,311483367424,119203576,323.701,199.811,925.337,153.377,463.527,1126.852,453.533,54.063,268.447
Pakistan,1992,327814348800,122375176,340.029,199.86,884.297,162.98,494.74,1199.678,481.931,58.976,279.485
Pakistan,1993,338978439168,125546624,376.314,204.538,992.317,174.704,525.787,1274.76,516.597,64.857,310.303
Pakistan,1994,356454498304,129245136,389.382,197.245,982.656,166.559,505.417,1327.422,492.512,63.655,324.059
Pakistan,1995,376967626752,133117480,410.68,193.08,978.534,170.877,516.396,1397.081,505.28,67.262,341.938
Pakistan,1996,391435223040,137234816,437.426,189.829,1031.316,180.692,541.067,1425.219,534.305,73.325,363.173
Pakistan,1997,402359549952,141330272,422.885,172.314,998.477,130.521,395,1426.381,385.949,54.546,367.059
Pakistan,1998,419024863232,145476112,453.849,167.563,1021.68,165.717,497.694,1432.811,490.023,71.287,381.446
Pakistan,1999,440333205504,149694464,473.722,162.919,1132.34,143.658,426.303,1443.031,424.795,63.589,409.907
Pakistan,2000,459798544384,154369920,483.754,152.786,1162.953,110.255,372.88,1445.115,355.496,54.878,426.193
Pakistan,2001,477964500992,159217728,495.15,153.759,1190.477,117.763,391.93,1373.728,354.996,56.522,432.748
Pakistan,2002,504824791040,163262800,514.109,168.114,1258.667,135.548,416.341,1305.845,383.815,62.663,446.136
Pakistan,2003,543920422912,166876672,559.927,211.077,1531.094,159.819,479.157,1134.005,447.391,74.659,479.967
Pakistan,2004,592025878528,170648624,623.062,230.179,1797.647,148.902,501.964,1121.35,462.831,78.981,537.402
Pakistan,2005,641139081216,174372096,646.484,250.089,1870.149,175.2,544.119,1043.141,504.127,87.906,551.605
Pakistan,2006,685964984320,178069984,681.332,259.489,1871.145,177.627,522.223,1173.345,483.383,86.076,588.34
Pakistan,2007,719251898368,181924528,724.411,347.545,1857.927,156.219,526.952,1249.505,492.38,89.576,628.545
Pakistan,2008,746909335552,185931952,727.998,374.724,1861.305,147.957,438.544,1240.828,413.209,76.829,646.459
Pakistan,2009,774875316224,190123232,737.594,301.362,1825.22,146.274,458.18,1294.798,422.323,80.293,650.484
Pakistan,2010,805483315200,194454496,740.76,276.922,1817.823,161.94,460.507,1254.176,425.689,82.777,651.213
Pakistan,2011,845085933568,198602736,740.263,233.772,1779.414,142.143,477.872,1236.296,425.339,84.473,645.356
Pakistan,2012,884405436416,202205856,687.836,232.874,1809.9,146.188,182.207,1176.682,146.877,29.699,650.993
Pakistan,2013,931154821120,205337552,751.742,181.678,1733.036,153.649,476.133,1270.161,421.84,86.62,653.974
Pakistan,2014,981580447744,208251632,775.935,264.09,1680.02,154.381,486.646,1295.194,428.35,89.205,674.59
Pakistan,2015,1039812853760,210969296,815.859,257.207,1731.73,162.536,484.875,1393.38,432.142,91.169,713.565
Pakistan,2016,1101753876480,213524848,888.988,290.93,1810.125,149.21,522.241,1540.095,458.596,97.922,777.476
Pakistan,2017,1160950841344,216379648,940.998,384.144,1882.782,127.785,512.932,1568.97,417.134,90.259,830.01
Pakistan,2018,1212090548224,219731488,971.03,626.43,1983.676,168.433,519.586,1289.477,412.727,90.689,856.861
Pakistan,2019,1212090548224,223293280,982.516,701.151,1991.684,157.998,584.876,1122.405,480.854,107.372,851.917
Pakistan,2020,1212090548224,227196736,977.217,799.958,1811.636,164.527,616.865,1072.733,510.934,116.083,837.067
Pakistan,2021,1212090548224,231402112,1083.789,867.575,1940.002,168.538,652.483,1223.513,482.18,111.577,932.803
Pakistan,2022,1212090548224,235824864,1000.547,751.105,1627.729,154.394,697.199,1166.72,460.81,108.67,836.13
Philippines,1991,228447698944,63039752,184.648,283.925,9783.969943,81.615,500.512,2144.642,500.512,31.552,2116.086501
Philippines,1992,230919372800,64543524,198.081,243.975,9783.969943,68.791,454.002,2370.972,454.002,29.303,2116.086501
Philippines,1993,237660504064,66083324,217.31,264.513,9783.969943,76.116,468.406,2555.504,468.406,30.954,2116.086501
Philippines,1994,250039762944,67650288,226.373,262.856,0.782,86.652,521.313,2561.27,521.313,35.267,191.106
Philippines,1995,263686193152,69250472,258.544,276.095,0.736,89.992,517.485,2939.145,517.485,35.836,222.708
Philippines,1996,281310527488,70944968,277.018,363.105,1.215,99.091,554.345,2986.019,554.345,39.328,237.69
Philippines,1997,298146725888,72718832,302.359,438.051,0.72,83.458,529.176,3189.971,529.176,38.481,263.878
Philippines,1998,298757750784,74491928,301.31,463.533,1.197,68.007,540.645,3039.488,540.645,40.274,261.036
Philippines,1999,310266101760,76249064,305.169,516.607,0.9,102.821,698.283,2786.477,698.283,53.243,251.926
Philippines,2000,326462603264,77958224,307.553,689.82,1.308,99.027,718.981,2534.986,718.981,56.051,251.502
Philippines,2001,338531942400,79626088,300.727,658.72,16.859,88.288,631.79,2469.376,631.79,50.307,250.42
Philippines,2002,353568391168,81285576,302.168,604.781,207.489,85.624,605.474,2299.622,605.474,49.216,252.952
Philippines,2003,374041673728,82942840,311.742,603.354,309.917,93.92,604.739,2240.502,604.739,50.159,261.583
Philippines,2004,402137743360,84607504,319.122,622.961,280.586,100.582,628.707,2239.543,628.707,53.193,265.929
Philippines,2005,424650342400,86261248,320.316,716.854,364.501,96.219,594.645,2037.325,594.645,51.295,269.021
Philippines,2006,450316369920,87901832,305.166,666.693,334.996,111.943,648.823,1821.152,648.823,57.033,248.133
Philippines,2007,483816439808,89561376,316.621,700.049,394.195,94.684,587.966,1853.027,587.966,52.659,263.962
Philippines,2008,507831517184,91252328,327.375,810.065,407.279,106.737,632.848,1737.39,632.848,57.749,269.626
Philippines,2009,517597462528,92946952,331.225,759.134,402.645,104.253,612.888,1788.926,612.888,56.966,274.259
Philippines,2010,561436033024,94636704,340.842,864.047,372.472,81.575,535.754,1829.306,535.754,50.702,290.14
Philippines,2011,586460954624,96337912,347.647,932.69,395.052,99.649,582.517,1698.367,582.517,56.118,291.529
Philippines,2012,625662230528,98032320,359.618,959.159,372.169,103.537,602.282,1734.758,602.282,59.043,300.575
Philippines,2013,669825564672,99700112,385.417,1166.848,337.065,99.498,572.378,1789.47,572.378,57.066,328.351
Philippines,2014,711518781440,101325208,405.579,1221.477,348.803,89.316,560.141,1872.322,560.141,56.756,348.822
Philippines,2015,753489674240,103031360,444.484,1311.081,322.475,83.276,583.465,2097.044,583.465,60.115,384.369
Philippines,2016,805057069056,104875272,485.48,1451.154,363.276,76.567,602.224,2212.464,602.224,63.158,422.322
Philippines,2017,858818805760,106738496,532.613,1686.123,353.614,89.19,625.052,2325.1,625.052,66.717,465.896
Philippines,2018,912443441152,108568832,547.257,1751.321,376.61,85.568,616.541,2296.172,616.541,66.937,480.32
Philippines,2019,912443441152,110380800,563.427,1841.908,381.95,71.933,576.701,2303.832,576.701,63.657,499.77
Philippines,2020,912443441152,112190984,512.19,1818.881,342.526,69.435,548.154,1855.777,548.154,61.498,450.692
Philippines,2021,912443441152,113880336,545.707,1931.528,281.714,70.249,600.274,1978.422,600.274,68.359,477.348
Philippines,2022,912443441152,115559008,585.513,2016.58,266.563,75.892,633.947,2149.695,633.947,73.258,512.254
Poland,1991,291725475840,38167388,1184.164,23673.529,2539.576,37.205,117.343,4695.095,117.343,4.479,1179.685
Poland,1992,302141014016,38252284,1132.397,22836.307,2359.97,39.475,125.758,4281.337,125.758,4.811,1127.586
